aa	ɑː
väestöennuste	ʋæe̞s̠t̪ø̞e̞nːus̠t̪e̞ʔ
väestöhälytin	ʋæe̞s̠t̪ø̞hælyt̪in
väestökato	ʋæe̞s̠t̪ø̞kɑt̪o̞
väestönlaskenta	væstønlɑskentɑ
väestönosa	ʋæe̞s̠t̪ø̞no̞s̠ɑ
väestönsuoja	væestønsuojɑ
vähemmistöhyökkäys	ʋæɦe̞mmis̠t̪ø̞hyø̞̯kːæy̯s̠
vähemmistökieli	ʋæɦe̞mmis̠t̪ø̞kie̞̯li
vähemmistöryhmä	ʋæɦe̞mmis̠t̪ø̞ryçmæ
vähennellä	ʋæɦe̞nne̞lːæʔ
vähentää	ʋæɦe̞n̪t̪æːʔ
vähentää	ʋæɦe̞n̪t̪æː
vähetä	ʋæɦe̞t̪æʔ
vähimmin	ʋæɦimːin
vähimmäisarvo	ʋæɦimːæi̯s̠ɑrʋo̞
vähimmäiseläke	ʋæɦimːæi̯s̠e̞læke̞ʔ
vähimmäisetuus	ʋæɦimːæi̯s̠e̞t̪uːs̠
vähimmäiskoko	ʋæɦimːæi̯s̠ko̞ko̞
vähimmäismäärä	ʋæɦimːæi̯s̠mæːræ
vähimmäistää	ʋæɦimmæi̯s̠t̪æːʔ
vähissä	ʋæɦis̠ːæ
vähäeleisesti	ʋæɦæe̞le̞i̯s̠e̞s̠t̪iʔ
vähäisen	ʋæɦæi̯s̠e̞n
vähälaktoosinen	ʋæɦælɑkt̪o̞ːs̠ine̞n
vähälukuisesti	ʋæɦælukui̯s̠e̞s̠t̪iʔ
vähäpukeinen	ʋæɦæpuke̞i̯ne̞n
vähäpäästöinen	ʋæɦæpæːs̠t̪ø̞i̯ne̞n
vähäsokerinen	ʋæɦæs̠o̞ke̞rine̞n
vähäsuolainen	ʋæɦæs̠uo̞̯lɑi̯ne̞n
vähääkään	ʋæɦæːkæːn
väijyksiin	ʋæi̯jyks̠iːn
väijytysasema	ʋæi̯jyt̪ys̠ɑs̠e̞mɑ
väinä	ʋæi̯næ
väinänlinna	ʋæi̯nænlinːɑ
väistellä	ʋæi̯s̠t̪e̞lːæʔ
väistyvä	ʋæi̯s̠t̪yʋæ
väistyvästi	ʋæi̯s̠t̪yʋæs̠t̪iʔ
väistö	ʋæi̯s̠t̪ø̞
väisänen	ʋæi̯s̠æne̞n
väitelause	ʋæi̯t̪e̞llɑu̯s̠e̞ʔ
väittelytaito	ʋæi̯t̪ːe̞lyt̪ɑi̯t̪o̞
väittäjäiset	ʋæi̯t̪ːæjæi̯s̠e̞t̪
väitöskirja	ʋæi̯t̪ø̞s̠kirjɑ
väkevyinen	ʋæke̞ʋyi̯ne̞n
väkevä	ʋækeʋæ
väkevästi	ʋæke̞ʋæs̠t̪iʔ
väkikapula	ʋækikɑpulɑ
väkikarttu	ʋækikɑrt̪ːu
väkimäärä	ʋækimæːræ
väkinäisesti	ʋækinæi̯s̠e̞s̠t̪iʔ
väkipakko	ʋækipɑkːo̞
väkipuukko	ʋækipuːkːo̞
väkipyörästö	ʋækipyø̞̯ræs̠t̪ø̞
väkirynnäkkö	ʋækirynːækːø̞
väkisellä	ʋækis̠e̞lːæ
väkisinmakaaminen	vækisimːɑkɑːminen
väkisten	ʋækis̠t̪e̞n
väkivahva	ʋækiʋɑxʋɑ
väkivalta	ʋækiʋɑlt̪ɑ
väkivaltavideo	ʋækiʋɑlt̪ɑʋide̞o̞
väkivasara	ʋækiʋɑs̠ɑrɑ
väkämato	ʋækæmɑt̪o̞
väli	ʋæli
väliaikatieto	ʋæliɑi̯kɑt̪ie̞̯t̪o̞
välialue	ʋæliɑlue̞ʔ
väliarviointi	ʋæliɑrʋio̞i̯n̪t̪i
väliasema	ʋæliɑs̠e̞mɑ
välienselvittely	ʋælie̞̯ns̠e̞lʋit̪t̪e̞ly
välihammas	ʋælihɑmːɑs̠
välihousut	ʋæliho̞u̯s̠ut̪
välikatto	ʋælikɑt̪ːo̞
välikattokupoli	ʋælikɑt̪ːo̞kupo̞li
välikausi	ʋælikɑu̯s̠i
välikausitakki	ʋælikɑu̯s̠it̪ɑkːi
välikieli	ʋælikie̞̯li
välikorvaontelo	ʋæliko̞rʋɑo̞n̪t̪e̞lo̞
välikyljys	ʋælikyljys̠
välilaituri	ʋælilɑi̯t̪uri
välimailla	ʋælimɑi̯lːɑ
välimaille	ʋælimɑi̯lːe̞ʔ
välimailta	ʋælimɑi̯lt̪ɑ
välimerenilmasto	ʋælime̞re̞nilmɑs̠t̪o̞
välimerenlokki	ʋælime̞re̞nlo̞kːi
välimeri	ʋælime̞ri
välineaine	ʋæline̞ʔɑi̯ne̞ʔ
välinearvo	ʋæline̞ʔɑrʋo̞
välineellistyä	ʋæline̞ːlːis̠t̪yæʔ
välineellistää	ʋæline̞ːlːis̠t̪æːʔ
välineistää	ʋæline̞i̯s̠t̪æːʔ
välinimi	ʋælinimi
väliohjelmisto	ʋælio̞xje̞lmis̠t̪o̞
väliotsikko	ʋælio̞ts̠ikːo̞
väliovi	ʋælio̞ʋi
välipahvi	ʋælipɑxʋi
välipalvelin	ʋælipɑlʋe̞lin
välipohja	ʋælipo̞xjɑ
väliraha	ʋælirɑɦɑ
välirauha	ʋælirɑu̯ɦɑ
välisara	ʋælis̠ɑrɑ
välisiirto	ʋælis̠iːrt̪o̞
väliste	ʋælis̠t̪e̞ʔ
välistys	ʋælis̠t̪ys̠
välistäveto	ʋælis̠t̪æʋe̞t̪o̞
välistävetohyökkäys	ʋælis̠t̪æʋe̞t̪o̞hyø̞̯kːæy̯s̠
välistää	ʋælis̠t̪æːʔ
välitasanne	ʋælit̪ɑs̠ɑnːe̞ʔ
välitilinpäätös	ʋælit̪ilinpæːt̪ø̞s̠
välittyä	vælitːyæʔ
välittäjäaine	ʋælit̪t̪æjæɑi̯ne̞ʔ
välittäjäpankki	ʋælit̪t̪æjæpɑŋkːi
välittömästi	ʋælit̪t̪ø̞mæs̠t̪iʔ
välityspaikka	ʋælit̪ys̠pɑi̯kːɑ
välityspalvelin	ʋælit̪ys̠pɑlʋe̞lin
välityssuhde	ʋælit̪ys̠s̠uxde̞ʔ
välityö	ʋælit̪yø̞̯
välitän	vælitæn
välität	vælitæt
välivaalit	ʋæliʋɑːlit̪
välivarasto	ʋæliʋɑrɑs̠t̪o̞
välivuosi	ʋæliʋuo̞̯s̠i
väliyhteisö	ʋæliyçt̪e̞i̯s̠ø̞
väljähtää	ʋæljæht̪æːʔ
väljälti	ʋæljælt̪i
väljästi	ʋæljæs̠t̪iʔ
vällyt	ʋælːyt̪
välppä	ʋælpːæ
välpätä	ʋælpæt̪æʔ
vältellä	væltelːæʔ
välttämättömästi	ʋælt̪ːæmæt̪ːø̞mæs̠t̪iʔ
välttää	væltːæːʔ
välys	ʋælys̠
välähdyksittäin	ʋælæhdyks̠it̪ːæi̯n
välähdyttää	ʋælæhdyt̪ːæːʔ
väläyksittäin	ʋælæy̯ks̠it̪ːæi̯n
väläytellä	ʋælæy̯t̪e̞lːæʔ
vängällä	ʋæŋːælːæ
vängätä	ʋæŋːæt̪æʔ
värehtiä	ʋære̞ht̪iæʔ
väri	ʋæri
värierottelu	ʋærie̞ro̞t̪t̪e̞lu
värifilmi	ʋærifilmi
värijauhe	ʋærijɑu̯ɦe̞ʔ
värikkäästi	ʋærikkæːs̠t̪iʔ
värikoodaus	ʋæriko̞ːdɑu̯s̠
värikorjailu	ʋæriko̞rjɑi̯lu
värikuva	ʋærikuʋɑ
värikuvaus	ʋærikuʋɑu̯s̠
värikylläisesti	ʋærikylːæi̯s̠e̞s̠t̪iʔ
värilaite	ʋærilɑi̯t̪e̞ʔ
värillisyys	ʋærillis̠yːs̠
värimittaus	ʋærimit̪ːɑu̯s̠
värinegatiivi	ʋærine̞ɡɑt̪iːʋi
värinhallinta	ʋærinhɑlːin̪t̪ɑ
värinkesto	ʋærinke̞s̠t̪o̞
värinmuodostus	ʋærinmuo̞̯do̞s̠t̪us̠
värinpoisto	ʋærinpo̞i̯s̠t̪o̞
värinpoistoaine	ʋærinpo̞i̯s̠t̪o̞ɑi̯ne̞ʔ
värinsovitus	ʋærins̠o̞ʋit̪us̠
värintoisto	ʋærint̪o̞i̯s̠t̪o̞
värintoistoindeksi	ʋærint̪o̞i̯s̠t̪o̞inde̞ks̠i
värintoistokyky	ʋærint̪o̞i̯s̠t̪o̞kyky
värinäyttö	ʋærinæy̯t̪ːø̞
värioppi	ʋærio̞pːi
väripatruuna	ʋæripɑt̪ruːnɑ
väriperspektiivi	ʋæripe̞rs̠pe̞kt̪iːʋi
väristää	ʋæris̠t̪æːʔ
värisyttää	ʋæris̠yt̪ːæːʔ
värittyä	ʋærit̪t̪yæʔ
värittömästi	ʋærit̪t̪ø̞mæs̠t̪iʔ
värituloste	ʋærit̪ulo̞s̠t̪e̞ʔ
värivalokuva	ʋæriʋɑlo̞kuʋɑ
värivaraus	ʋæriʋɑrɑu̯s̠
värivedos	ʋæriʋe̞do̞s̠
värivika	ʋæriʋikɑ
värivoide	ʋæriʋo̞i̯de̞ʔ
värjyä	ʋærjyæʔ
värjäys	ʋærjæy̯s̠
värjäyttää	ʋærjæy̯t̪ːæːʔ
värjäytymä	ʋærjæy̯t̪ymæ
värjötellä	ʋærjø̞t̪e̞lːæʔ
värjöttää	ʋærjø̞t̪ːæːʔ
värkätä	ʋærkæt̪æʔ
värssy	ʋærs̠ːy
värväys	ʋærʋæy̯s̠
värähdys	ʋæræhdys̠
värähdyttää	ʋæræhdyt̪ːæːʔ
värähtelyenergia	ʋæræht̪e̞lye̞ne̞rɡiɑ
värähtelytaajuus	ʋæræht̪e̞lyt̪ɑːjuːs̠
värähtää	ʋæræht̪æːʔ
väräyttää	ʋæræy̯t̪ːæːʔ
väsymisilmiö	ʋæs̠ymis̠ilmiø̞
väsymismurtuma	ʋæs̠ymis̠murt̪umɑ
väsymättömästi	ʋæs̠ymæt̪ːø̞mæs̠t̪iʔ
väsyneesti	ʋæs̠yne̞ːs̠t̪iʔ
väsytyshyökkäys	ʋæs̠yt̪ys̠hyø̞̯kːæy̯s̠
vätystellä	ʋæt̪ys̠t̪e̞lːæʔ
vävy	ʋæʋy
väännyksiin	ʋæːnːyks̠iːn
väännyksissä	ʋæːnːyks̠is̠ːæ
vääntiö	ʋæːn̪t̪iø̞
vääntyillä	ʋæːn̪t̪yi̯lːæʔ
vääntää	ʋæːn̪t̪æːʔ
vääntöakseli	ʋæːn̪t̪ø̞ɑks̠e̞li
vääntöjousi	ʋæːn̪t̪ø̞jo̞u̯s̠i
vääntömomentti	ʋæːn̪t̪ø̞mo̞me̞n̪t̪ːi
vääntönuppi	ʋæːn̪t̪ø̞nupːi
väärentää	ʋæːrentæːʔ
väärin	ʋæːrin
väärinkäsitys	ʋæːrinkæsit̪ys
väärinkäyttötapaus	ʋæːrinkæy̯t̪ːø̞t̪ɑpɑu̯s̠
väärtti	ʋæːrt̪ːi
väärä	ʋæːræ
väärämielisesti	ʋæːræmie̞̯lis̠e̞s̠t̪iʔ
väärävarsiviikate	ʋæːræʋɑrs̠iʋiːkɑt̪e̞ʔ
väärävärikuvaus	ʋæːræʋærikuʋɑu̯s̠
vårdö	ʋo̞ːrdø̞ː
vörnitseri	ʋø̞rnit̪s̠e̞ri
vöyri	ʋø̞y̯ri
vöyriläinen	ʋø̞y̯rilæi̯ne̞n
wales	ʋe̞i̯ls̠
wales	ʋɑle̞s̠
walesilainen	ʋe̞i̯ls̠ilæi̯ne̞n
walesilainen	ʋɑle̞s̠ilɑi̯ne̞n
waltteri	ʋɑlt̪ːe̞ri
washington	ʋo̞ʃiŋt̪o̞n
washington	ʋɑʃiŋt̪o̞n
watti	ʋɑt̪ːi
wattitunti	ʋɑt̪ːit̪un̪t̪i
wc	ʋe̞ːs̠e̞ː
weber	ʋe̞ːbe̞r
webmaster	ʋe̞bmɑːs̠t̪e̞r
wightsaari	ʋɑi̯t̪s̠ɑːri
wilhelmiina	ʋilhe̞lmiːnɑ
wimp	ʋimp
windex	ʋinde̞ks̠
wirtanen	ʋirt̪ɑne̞n
wisconsin	ʋis̠ko̞ns̠in
wiski	ʋis̠ki
wokata	ʋo̞kɑt̪ɑʔ
wolframiitti	ʋo̞lfrɑmiːt̪ːi
wrap	ræp
wrap	ʋræp
wrappi	ʋrɑpːi
wrappi	ʋræpːi
wrappi	rɑpːi
wrappi	ræpːi
wyoming	ʋɑi̯o̞ːmiŋː
wyoming	ʋɑi̯o̞miŋː
xtc	æks̠t̪e̞ːs̠e̞ː
yatzy	jɑts̠i
ydin	ydin
ydinase	ydinɑs̠e̞ʔ
ydinaseistus	ydinɑs̠e̞i̯s̠t̪us̠
ydinfissio	ydinfis̠ːio̞
ydinfunktio	ydinfuŋkt̪io̞
ydinjäte	ydinjæt̪e̞ʔ
ydinosaaminen	ydino̞s̠ɑːmine̞n
yhdeksikkö	ycde̞ksikːø̞
yhdeksän	yçde̞ks̠æn
yhdeksänkertaisesti	yçde̞ks̠ænke̞rt̪ɑi̯s̠e̞s̠t̪iʔ
yhdeksänkertaistaa	yçde̞ks̠ænke̞rt̪ɑi̯s̠t̪ɑːʔ
yhdeksänkertaistua	yçde̞ks̠ænke̞rt̪ɑi̯s̠t̪uɑʔ
yhdeksäntoista	yçde̞ks̠ænt̪o̞i̯s̠t̪ɑ
yhdenmuotoinen	yçde̞nmuo̞̯t̪o̞i̯ne̞n
yhdenmuotoisuuskuvaus	yçde̞nmuo̞̯t̪o̞i̯s̠uːs̠kuʋɑu̯s̠
yhdensuuntaisprojektio	yçde̞ns̠uːn̪t̪ɑi̯s̠pro̞je̞kt̪io̞
yhdensuuntaisuusaksiooma	yçde̞ns̠uːn̪t̪ɑi̯s̠uːs̠ɑks̠io̞ːmɑ
yhdenvertaisesti	yçde̞nʋe̞rt̪ɑi̯s̠e̞s̠t̪iʔ
yhdesti	yçde̞s̠t̪iʔ
yhdistelmäauto	yçdis̠t̪e̞lmæɑu̯t̪o̞
yhdistelmämalli	yçdis̠t̪e̞lmæmɑlːi
yhdistelmärahasto	yçdis̠t̪e̞lmærɑɦɑs̠t̪o̞
yhdistelmäruutu	yçdis̠t̪e̞lmæruːt̪u
yhdistelmätakki	yçdis̠t̪e̞lmæt̪ɑkːi
yhdistetty	yçdiste̞t̪ːy
yhdistyminen	ycdistymine̞n
yhdistymisvapaus	yçdis̠t̪ymis̠ʋɑpɑu̯s̠
yhdistäminen	ycdistæmine̞n
yhdistää	yçdis̠t̪æːʔ
yhdyselin	yçdys̠e̞lin
yhdyselämä	yçdys̠e̞læmæ
yhdyskuntajäte	yçdys̠kun̪t̪ɑjæt̪e̞ʔ
yhdyskuntalintu	yçdys̠kun̪t̪ɑlin̪t̪u
yhdyskuntasuunnittelu	yçdys̠kun̪t̪ɑs̠uːnːit̪t̪e̞lu
yhdyskuntatyö	yçdys̠kun̪t̪ɑyø̞̯
yhdysputki	yçdys̠put̪ki
yhdyssana	yçdys̠s̠ɑnɑ
yhdystie	yçdys̠t̪ie̞̯
yhdysvaikutus	yçdys̠ʋɑi̯kut̪us̠
yhdysvallat	yçdys̠ʋɑlːɑt̪
yhdysvaltalaismies	yçdys̠ʋɑlt̪ɑlɑi̯s̠mie̞̯s̠
yhdysvaltalaisnainen	yçdys̠ʋɑlt̪ɑlɑi̯s̠nɑi̯ne̞n
yhtaikaisesti	yçt̪ɑi̯kɑi̯s̠e̞s̠t̪iʔ
yhteenlaskija	yçt̪e̞ːnlɑs̠kijɑ
yhteenlaskumerkki	yçt̪e̞ːnlɑs̠kume̞rkːi
yhteentörmäys	ycteːntørmæys
yhteisarvo	yçt̪e̞i̯s̠ɑrʋo̞
yhteisasunto	yçt̪e̞i̯s̠ɑs̠un̪t̪o̞
yhteiselin	yçt̪e̞i̯s̠e̞lin
yhteiselämä	yçt̪e̞i̯s̠e̞læmæ
yhteishaku	yçt̪e̞i̯s̠hɑku
yhteishauta	yçt̪e̞i̯s̠hɑu̯t̪ɑ
yhteisjakauma	s̠jɑkɑu̯mɑ
yhteiskunnallisesti	yçt̪e̞i̯s̠kunːɑlːis̠e̞s̠t̪iʔ
yhteiskuntaelämä	yçt̪e̞i̯s̠kun̪t̪ɑe̞læmæ
yhteiskuntafilosofia	yçt̪e̞i̯s̠kun̪t̪ɑfilo̞s̠o̞fiɑ
yhteiskuntateoria	yçt̪e̞i̯s̠kun̪t̪ɑt̪e̞o̞riɑ
yhteisluettelo	yçt̪e̞i̯s̠lue̞t̪t̪e̞lo̞
yhteismarkkinat	yçt̪e̞i̯s̠mɑrkːinɑt̪
yhteisneuvottelu	yçt̪e̞i̯s̠ne̞u̯ʋo̞t̪t̪e̞lu
yhteisnäyttely	yçt̪e̞i̯s̠næy̯t̪ːe̞ly
yhteisomistus	yçt̪e̞i̯s̠o̞mis̠t̪us̠
yhteispisteet	yçt̪e̞i̯s̠pis̠t̪e̞ːt̪
yhteisrahoitteinen	yçt̪e̞i̯s̠rɑɦo̞i̯t̪t̪e̞i̯ne̞n
yhteissuoli	yçt̪e̞i̯s̠s̠uo̞̯li
yhteistalous	yçt̪e̞i̯s̠t̪ɑlo̞u̯s̠
yhteistila	yçt̪e̞i̯s̠t̪ilɑ
yhteistoteutus	yçt̪e̞i̯s̠t̪o̞t̪e̞u̯t̪us̠
yhteistutkinto	yçt̪e̞i̯s̠t̪ut̪kin̪t̪o̞
yhteistuumin	yçt̪e̞i̯s̠t̪uːmin
yhteistyöelin	yçt̪e̞i̯s̠t̪yø̞̯e̞lin
yhteistyöprojekti	yçt̪e̞i̯s̠t̪yø̞̯pro̞je̞kt̪i
yhteistyövaltuuskunta	yçt̪e̞i̯s̠t̪yø̞̯ʋɑlt̪uːs̠kun̪t̪ɑ
yhteisvastuisesti	yçt̪e̞i̯s̠ʋɑs̠t̪ui̯s̠e̞s̠t̪iʔ
yhteisvoimin	yçt̪e̞i̯s̠ʋo̞i̯min
yhteisömerkki	yçt̪e̞i̯s̠ø̞me̞rkːi
yhteisömuoto	yçt̪e̞i̯s̠ø̞muo̞̯t̪o̞
yhteisösijoittaja	yçt̪e̞i̯s̠ø̞s̠ijo̞i̯t̪t̪ɑjɑ
yhteisötaide	yçt̪e̞i̯s̠ø̞t̪ɑi̯de̞ʔ
yhteisötalous	yçt̪e̞i̯s̠ø̞t̪ɑlo̞u̯s̠
yhtenäisesti	yçt̪e̞næi̯s̠e̞s̠t̪iʔ
yhtenäiskoulu	yçt̪e̞næi̯s̠ko̞u̯lu
yhtenäispatentti	yçt̪e̞næi̯s̠pɑt̪e̞n̪t̪ːi
yhteysalus	yçt̪e̞y̯s̠ɑlus̠
yhteyshauta	yçt̪e̞y̯s̠hɑu̯t̪ɑ
yhteyspiste	yçt̪e̞y̯s̠pis̠t̪e̞ʔ
yhtiö	yçt̪iø̞
yhtiösopimus	yçt̪iø̞s̠o̞pimus̠
yhtye	yçt̪ye̞ʔ
yhtä	yct̪æ
yhtäaikaisesti	yçt̪æɑi̯kɑi̯s̠e̞s̠t̪iʔ
yhtäjatkuva	yçt̪æjɑt̪kuʋɑ
yhtäkkisesti	yçt̪ækːis̠e̞s̠t̪iʔ
yhtälö	yçt̪ælø̞
yhtälöpari	yçt̪ælø̞pɑri
yhtämahtava	yçt̪æmɑxt̪ɑʋɑ
yhtämittaisesti	yçt̪æmit̪ːɑi̯s̠e̞s̠t̪iʔ
yhtäpitämätön	yɦtæpitæmætøn
yhtäpitävyys	yçt̪æpit̪æʋyːs̠
yhtäpitävästi	yçt̪æpit̪æʋæs̠t̪iʔ
yhtäsuuruus	yçt̪æs̠uːruːs̠
yhtäänne	yçt̪æːnːe̞ʔ
yhä	yhæ
yk	yːko̞ː
ykkösalkio	ykːø̞s̠ɑlkio̞
ykköskanava	ykːø̞s̠kɑnɑʋɑ
ykkösmaito	ykːø̞s̠mɑi̯t̪o̞
ykkösolut	ykːø̞so̞lut̪
yksi	yks̠i
yksihuippuinen	yks̠ihui̯pːui̯ne̞n
yksikköalkio	yks̠ikːø̞ɑlkio̞
yksikköaskelfunktio	yks̠ikːø̞ɑs̠ke̞lfuŋkt̪io̞
yksikköjuuri	yks̠ikːø̞juːri
yksikkökiekko	yks̠ikːø̞kie̞̯kːo̞
yksikkökustannus	yks̠ikːø̞kus̠t̪ɑnːus̠
yksikkökuutio	yks̠ikːø̞kuːt̪io̞
yksikköneliö	yks̠ikːø̞ne̞liø̞
yksikkönormaalivektori	yks̠ikːø̞no̞rmɑːliʋe̞kt̪o̞ri
yksikkötangenttivektori	yks̠ikːø̞t̪ɑŋːe̞n̪t̪ːiʋe̞kt̪o̞ri
yksikkötestaus	yks̠ikːø̞t̪e̞s̠t̪ɑu̯s̠
yksikköväli	yks̠ikːø̞ʋæli
yksikköympyrä	yksikːø̞ympyræ
yksikäsitteisyys	yks̠ikæs̠it̪t̪e̞i̯s̠yːs̠
yksiköittäin	yks̠ikø̞i̯t̪ːæi̯n
yksilöintitieto	yks̠ilø̞i̯n̪t̪it̪ie̞̯t̪o̞
yksilöittäin	yks̠ilø̞i̯t̪ːæi̯n
yksilökohtaisesti	yks̠ilø̞ko̞xt̪ɑi̯s̠e̞s̠t̪iʔ
yksin	yks̠in
yksinomaisesti	yks̠ino̞mɑi̯s̠e̞s̠t̪iʔ
yksinvaltaisesti	yks̠inʋɑlt̪ɑi̯s̠e̞s̠t̪iʔ
yksinvaltiaasti	yks̠inʋɑlt̪iɑːs̠t̪iʔ
yksinvaltias	yksinʋɑl̪t̪iɑs
yksinäin	yks̠inæi̯n
yksinäisriihi	yks̠inæi̯s̠riːɦi
yksinäistalous	yks̠inæi̯s̠t̪ɑlo̞u̯s̠
yksinäisyys	yks̠inæi̯s̠yːs̠
yksioikoisesti	yks̠io̞i̯ko̞i̯s̠e̞s̠t̪iʔ
yksipuolisesti	yks̠ipuo̞̯lis̠e̞s̠t̪iʔ
yksisarvinen	yks̠is̠ɑrʋine̞n
yksisarvinen	yks̠is̠ɑrʋine̞n
yksisilmäisesti	yks̠is̠ilmæi̯s̠e̞s̠t̪iʔ
yksitoikkoisesti	yks̠it̪o̞i̯kːo̞i̯s̠e̞s̠t̪iʔ
yksittäinen	yksitːæinen
yksittäisesti	yks̠it̪t̪æi̯s̠e̞s̠t̪iʔ
yksittäistyydyttymätön	yks̠it̪ːæi̯s̠t̪yːdyt̪ːymæt̪ø̞n
yksitupainen	yks̠it̪upɑi̯ne̞n
yksituumaisesti	yks̠it̪uːmɑi̯s̠e̞s̠t̪iʔ
yksityinen	yks̠it̪yi̯ne̞n
yksityisalue	yks̠it̪yi̯s̠ɑlue̞ʔ
yksityisarkisto	yks̠it̪yi̯s̠ɑrkis̠t̪o̞
yksityisasiakas	yksit̪yisɑsiɑkɑs
yksityisasunto	yks̠it̪yi̯s̠ɑs̠un̪t̪o̞
yksityiskirjasto	yks̠it̪yi̯s̠kirjɑs̠t̪o̞
yksityiskokoelma	yks̠it̪yi̯s̠ko̞ko̞e̞lmɑ
yksityiskone	yks̠it̪yi̯s̠ko̞ne̞ʔ
yksityiskäyttö	yks̠it̪yi̯s̠kæy̯t̪ːø̞
yksityisolot	yks̠it̪yi̯s̠o̞lo̞t̪
yksityisopettaja	yks̠it̪yi̯s̠o̞pe̞t̪t̪ɑjɑ
yksityissairaala	yks̠it̪yi̯s̠s̠ɑi̯rɑːlɑ
yksityistalous	yks̠it̪yi̯s̠t̪ɑlo̞u̯s̠
yksityistila	yks̠it̪yi̯s̠t̪ilɑ
yksityisyyskäytäntö	yks̠it̪yi̯s̠yːs̠kæy̯t̪æn̪t̪ø̞
yksivakaisesti	yks̠iʋɑkɑi̯s̠e̞s̠t̪iʔ
yksivartinen	yks̠iʋɑrt̪ine̞n
yksiviivaisesti	yks̠iʋiːʋɑi̯s̠e̞s̠t̪iʔ
yksiö	yks̠iø̞
yksöissidos	yks̠ø̞i̯s̠s̠ido̞s̠
yksöisvee	yks̠ø̞i̯s̠ʋe̞ː
yleisaika	yle̞i̯s̠ɑi̯kɑ
yleisesikunta	yle̞i̯s̠e̞s̠ikun̪t̪ɑ
yleisesikuntaeversti	yle̞i̯s̠e̞s̠ikun̪t̪ɑe̞ʋe̞rs̠t̪i
yleisestävyys	yle̞i̯s̠e̞s̠t̪æʋyːs̠
yleiskartta	yle̞i̯s̠kɑrt̪ːɑ
yleiskone	yle̞i̯s̠ko̞ne̞ʔ
yleiskuvio	yle̞i̯s̠kuʋio̞
yleisliima	yle̞i̯s̠liːmɑ
yleislähetys	yle̞i̯s̠læɦe̞t̪ys̠
yleislääkäri	yle̞i̯s̠læːkæri
yleismaailmallisesti	yle̞i̯s̠mɑːilmɑlːis̠e̞s̠t̪iʔ
yleismies	yle̞i̯s̠mie̞̯s̠
yleismittari	yleismitːɑri
yleisopinnot	yle̞i̯s̠o̞pinːo̞t̪
yleispätevästi	yle̞i̯s̠pæt̪e̞ʋæs̠t̪iʔ
yleisradioasema	yle̞i̯s̠rɑdio̞ɑs̠e̞mɑ
yleissilmäyskartta	yle̞i̯s̠s̠ilmæy̯s̠kɑrt̪ːɑ
yleissivistys	yle̞i̯s̠s̠iʋis̠t̪ys̠
yleisurheilija	yle̞i̯s̠urhe̞i̯lijɑ
yleisurheilu	yleisurheilu
yleisurheilukisa	yle̞i̯s̠urhe̞i̯lukis̠ɑ
yleisökato	yle̞i̯s̠ø̞kɑt̪o̞
yleisötila	yle̞i̯s̠ø̞t̪ilɑ
ylellisesti	yle̞lːis̠e̞s̠t̪iʔ
ylemmä	yle̞mːæ
ylemmäksi	yle̞mmæks̠i
ylemmäs	yle̞mːæs̠
ylempää	yle̞mpæː
ylen	ylen
ylenkatseellisesti	yle̞nkɑts̠e̞ːlːis̠e̞s̠t̪iʔ
ylentää	yle̞n̪t̪æːʔ
ylettyville	yle̞t̪ːyʋilːe̞ʔ
ylettyvillä	yle̞t̪ːyʋilːæ
ylettyviltä	yle̞t̪ːyʋilt̪æ
yletä	yle̞t̪æʔ
ylhäisesti	ylhæi̯s̠e̞s̠t̪iʔ
yli	yli
yliagronomi	yliɑɡro̞no̞mi
yliajo	yliɑjo̞
yliampua	yliɑmpuɑʔ
yliampuva	yliɑmpuʋɑ
yliampuvasti	yliɑmpuʋɑs̠t̪iʔ
yliampuvuus	yliɑmpuʋuːs̠
yliarkkitehti	yliɑrkːit̪e̞ht̪i
yliedustus	ylie̞dus̠t̪us̠
yliherkkyys	ylihe̞rkːyːs
yliherkkä	ylihe̞rkːæ
ylijumala	ylijumalɑ
ylikamreeri	ylikɑmre̞ːri
ylikulkusilta	ylikulkus̠ilt̪ɑ
ylikyllästeinen	ylikylːæs̠t̪e̞i̯ne̞n
yliladata	ylilɑdɑt̪ɑʔ
yliluokka	yliluo̞̯kːɑ
yliluonnollisuus	ylilu͡ɔnːo̞lːisuːs
ylimaallisesti	ylimɑːlːis̠e̞s̠t̪iʔ
ylimalkaan	ylimɑlkɑːn
ylimalkaisesti	ylimɑlkɑi̯s̠e̞s̠t̪iʔ
ylimerkintä	ylime̞rkin̪t̪æ
ylimetsänhoitaja	ylime̞ts̠ænho̞i̯t̪ɑjɑ
ylimmilleen	ylimmilːe̞ːn
ylimmillään	ylimmilːæːn
ylimmä	ylimːæ
ylimmäinen	ylimmæi̯ne̞n
ylimmäksi	ylimmæks̠i
ylimmäs	ylimːæs̠
ylimpänä	ylimpænæ
ylimuistoisesti	ylimui̯s̠t̪o̞i̯s̠e̞s̠t̪iʔ
ylimyksellisesti	ylimyks̠e̞lːis̠e̞s̠t̪iʔ
ylimystö	ylimystø
ylinen	yline̞n
ylinopeus	ylino̞pe̞us
ylinopeussakko	ylino̞pe̞u̯s̠s̠ɑkːo̞
ylinouseva	ylino̞u̯s̠e̞ʋɑ
